AGGREGATION_CODE,AMERICAN INDIAN OR ALASKA NATIVE,ASIAN OR PACIFIC ISLANDER,BLACK,ECONOMICALLY DISADVANTAGED,FEMALE,FORMERLY LIMITED ENGLISH PROFICIENT,GENERAL EDUCATION STUDENTS,HISPANIC,LIMITED ENGLISH PROFICIENT,MALE,MIGRANT,MULTIRACIAL,NOT ECONOMICALLY DISADVANTAGED,NOT LIMITED ENGLISH PROFICIENT,NOT MIGRANT,STUDENTS WITH DISABILITIES,WHITE,PCT_GRAD,AGGREGATION_NAME,COUNTY_CODE,COUNTY_NAME,YEAR
321200011550,4.09,4.35,7.16,89.51,44.76,10.74,100.0,83.89,79.54,55.24,0.0,0.26,10.49,20.46,100.0,0.0,0.26,59.08,HIGH SCHOOL OF WORLD CULTURES,32,BRONX,2015
321200011682,0.64,0.0,31.69,76.87,46.9,2.78,71.52,67.67,7.07,53.1,0.0,0.0,23.13,92.93,100.0,28.48,0.0,71.52,FANNIE LOU HAMER FREEDOM HS,32,BRONX,2015
321200011684,0.45,1.13,53.5,77.2,47.63,1.58,75.85,42.44,1.35,52.37,0.0,0.23,22.8,98.65,100.0,24.15,2.26,62.75,WINGS ACADEMY,32,BRONX,2015
321200011692,0.47,0.93,20.33,86.45,44.63,4.91,76.17,77.1,25.0,55.37,0.0,0.47,13.55,75.0,100.0,23.83,0.7,53.5,MONROE ACAD FOR VISUAL ARTS & DESIGN,32,BRONX,2015
321200860870,0.0,0.0,31.07,80.58,62.14,3.88,84.47,68.93,0.0,37.86,0.0,0.0,19.42,100.0,100.0,15.53,0.0,73.79,BRONX LIGHTHOUSE CHARTER SCHOOL,32,BRONX,2015
321200861010,2.91,1.46,39.32,73.79,45.15,0.49,67.96,54.85,8.74,54.85,0.0,0.0,26.21,91.26,100.0,32.04,1.46,5.34,ROADS CHARTER SCHOOL II,32,BRONX,2015
331300010265,0.0,0.0,72.04,78.49,69.89,1.43,87.46,24.01,0.36,30.11,0.0,2.87,21.51,99.64,100.0,12.54,1.08,63.8,DR SUSAN S MCKINNEY SEC SCH-ARTS,33,KINGS,2015
331300011350,0.54,0.54,75.48,68.66,59.13,1.36,73.57,22.34,2.18,40.87,0.0,0.0,31.34,97.82,100.0,26.43,1.09,58.58,URBAN ASSEMBLY SCH-MUSIC & ART,33,KINGS,2015
331300011412,2.7,0.0,77.7,79.5,55.86,1.13,80.18,18.02,2.93,44.14,0.0,0.0,20.5,97.07,100.0,19.82,1.58,76.58,"BROOKLYN COMM HS-COMM, ARTS, MEDIA",33,KINGS,2015
331300011419,0.24,7.0,78.74,77.54,47.1,1.93,84.3,12.56,7.0,52.9,0.0,0.0,22.46,93.0,100.0,15.7,1.45,74.64,SCIENCE SKILLS CENTER HIGH SCHOOL,33,KINGS,2015
331300011430,0.32,61.19,9.04,57.18,41.19,0.04,99.03,8.3,0.02,58.81,0.0,0.32,42.82,99.98,100.0,0.97,20.82,97.3,BROOKLYN TECH HIGH SCHOOL,33,KINGS,2015
331300011439,0.0,49.86,20.29,74.49,56.23,17.1,99.42,21.74,67.83,43.77,0.0,0.0,25.51,32.17,100.0,0.58,8.12,88.41,BROOKLYN INTNTL HIGH SCHOOL,33,KINGS,2015
331300011483,0.97,0.73,76.94,71.84,57.77,0.0,87.62,19.17,0.0,42.23,0.0,0.49,28.16,100.0,100.0,12.38,1.7,88.83,URBAN ASSMBLY SCH-LAW & JSTCE,33,KINGS,2015
331300011499,0.96,1.28,85.26,79.33,44.39,0.8,81.41,11.22,2.24,55.61,0.0,0.0,20.67,97.76,100.0,18.59,1.28,64.9,ACORN COMMUNITY HIGH SCHOOL,33,KINGS,2015
331300011527,1.53,1.53,79.39,72.9,100.0,0.38,88.55,12.21,0.76,0.0,0.0,0.76,27.1,99.24,100.0,11.45,4.58,88.93,URBAN ASSEMBLY INST OF MATH AND SCIE,33,KINGS,2015
331300011553,1.61,0.32,82.64,85.85,55.31,0.0,84.89,13.5,0.0,44.69,0.0,0.32,14.15,100.0,100.0,15.11,1.61,37.62,BROOKLYN ACADEMY HIGH SCHOOL,33,KINGS,2015
331300011575,1.7,0.85,81.7,84.68,64.68,0.0,95.32,15.74,0.43,35.32,0.0,0.0,15.32,99.57,100.0,4.68,0.0,36.17,BEDFORD STUYVESANT PREP HIGH SCHOOL,33,KINGS,2015
331300011595,0.28,3.99,87.18,61.54,51.85,0.0,94.3,7.69,0.28,48.15,0.0,0.0,38.46,99.72,100.0,5.7,0.85,97.15,BEDFORD ACADEMY HIGH SCHOOL,33,KINGS,2015
331300011605,0.55,3.59,79.01,71.27,26.38,0.14,85.36,15.19,1.93,73.62,0.0,0.28,28.73,98.07,100.0,14.64,1.38,75.28,GEORGE WESTINGHOUSE CAREER/TECH HS,33,KINGS,2015
331300011616,0.31,0.0,71.74,79.5,51.86,0.62,84.47,25.78,3.42,48.14,0.0,0.0,20.5,96.58,100.0,15.53,2.17,13.66,BROOKLYN HS-LEADERSHIP & COMMUNITY,33,KINGS,2015
331300011670,0.83,3.69,85.6,52.98,54.17,0.0,97.38,9.52,0.0,45.83,0.0,0.0,47.02,100.0,100.0,2.62,0.36,94.64,BENJAMIN BANNEKER ACADEMY,33,KINGS,2015
331300011674,0.49,8.76,60.58,57.66,20.68,0.73,84.67,25.06,2.43,79.32,0.0,0.0,42.34,97.57,100.0,15.33,5.11,86.37,CITY POLYTECHNIC HIGH SCHOOL,33,KINGS,2015
331300860902,0.0,0.0,97.37,68.42,56.58,0.0,88.16,2.63,0.0,43.42,0.0,0.0,31.58,100.0,100.0,11.84,0.0,78.95,ACHIEVEMENT FIRST ENDEAVOR CHARTER,33,KINGS,2015
331300861006,0.0,0.0,76.04,67.74,41.01,0.0,63.59,22.12,4.61,58.99,0.0,0.0,32.26,95.39,100.0,36.41,1.84,10.6,URBAN DOVE TEAM CHARTER SCHOOL,33,KINGS,2015
331400010318,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,IS 318 EUGENO MARIA DE HOSTOS,33,KINGS,2015
331400011071,0.0,0.55,12.57,82.51,44.81,7.65,77.6,85.25,16.39,55.19,0.0,0.0,17.49,83.61,100.0,22.4,1.64,52.73,JUAN MOREL CAMPOS SECONDARY SCHOOL,33,KINGS,2015
331400011322,1.69,3.39,60.17,75.42,53.39,0.0,80.51,33.05,5.08,46.61,0.0,0.85,24.58,94.92,100.0,19.49,0.85,34.75,FOUNDATIONS ACADEMY,33,KINGS,2015
331400011449,1.17,36.06,24.56,72.51,46.2,0.0,98.64,16.18,0.19,53.8,0.0,5.07,27.49,99.81,100.0,1.36,16.96,98.44,BROOKLYN LATIN SCHOOL (THE),33,KINGS,2015
331400011454,0.28,1.42,41.31,74.93,55.56,2.28,81.2,55.56,14.25,44.44,0.0,0.57,25.07,85.75,100.0,18.8,0.85,62.39,GREEN SCHOOL-ENVIRONMENTAL CAREERS,33,KINGS,2015
331400011474,0.19,0.66,32.36,80.04,51.47,3.88,85.34,65.94,14.19,48.53,0.0,0.0,19.96,85.81,100.0,14.66,0.85,68.97,PROGRESS HS-PROFESSIONAL CAREERS,33,KINGS,2015
331400011477,0.29,1.0,48.0,82.14,53.71,1.29,87.57,48.57,13.71,46.29,0.0,0.57,17.86,86.29,100.0,12.43,1.57,53.71,SCHOOL FOR LEGAL STUDIES,33,KINGS,2015
331400011478,0.1,3.76,39.09,72.39,34.01,3.05,87.41,54.62,5.79,65.99,0.0,0.0,27.61,94.21,100.0,12.59,2.44,76.35,"HIGH SCHOOL-ENTERPRISE, BUS & TECH",33,KINGS,2015
331400011488,0.47,2.83,53.3,79.25,52.12,1.18,81.37,41.04,3.07,47.88,0.0,0.0,20.75,96.93,100.0,18.63,2.36,85.85,BROOKLYN PREP HIGH SCHOOL,33,KINGS,2015
331400011558,0.4,1.59,36.9,74.6,26.19,3.37,74.8,57.34,3.77,73.81,0.0,0.79,25.4,96.23,100.0,25.2,2.98,92.06,WILLAMSBURG HS-ARCH & DESIGN,33,KINGS,2015
331400011561,0.62,1.4,25.58,78.91,51.32,0.93,89.46,60.62,2.33,48.68,0.0,0.78,21.09,97.67,100.0,10.54,11.01,91.32,WILLIAMSBURG PREP SCHOOL,33,KINGS,2015
331400011586,0.7,1.4,45.26,74.74,50.18,2.81,72.63,51.23,11.58,49.82,0.0,0.0,25.26,88.42,100.0,27.37,1.4,65.26,LYONS COMMUNITY SCHOOL,33,KINGS,2015
331400011610,0.41,1.84,62.91,57.38,4.1,1.23,69.67,32.58,4.3,95.9,0.0,0.0,42.62,95.7,100.0,30.33,2.25,53.48,AUTOMOTIVE HIGH SCHOOL,33,KINGS,2015
331400011614,2.22,2.22,57.78,75.56,100.0,2.22,84.44,35.56,0.0,0.0,0.0,0.0,24.44,100.0,100.0,15.56,2.22,100.0,YOUNG WOMENS LEADERSHIP SCH-BROOKLY,33,KINGS,2015
331400011632,1.32,0.0,65.13,84.87,29.61,2.63,75.66,30.92,4.61,70.39,0.0,0.0,15.13,95.39,100.0,24.34,2.63,67.76,FRANCES PERKINS ACADEMY,33,KINGS,2015
331400011685,0.0,2.39,12.92,67.46,56.94,1.44,80.86,83.73,16.75,43.06,0.0,0.0,32.54,83.25,100.0,19.14,0.96,69.86,EL PUENTE ACAD FOR PEACE AND JUSTICE,33,KINGS,2015
331400860865,0.21,0.21,32.16,81.34,54.23,1.75,88.56,65.36,2.78,45.77,0.0,0.52,18.66,97.22,100.0,11.44,1.55,82.89,WILLIAMSBURG CHARTER HIGH SCHOOL,33,KINGS,2015
331400860885,0.0,0.74,47.41,72.59,46.67,0.0,98.52,51.85,0.0,53.33,0.0,0.0,27.41,100.0,100.0,1.48,0.0,62.22,WILLIAMSBURG COLLEGIATE CHRTR SCH,33,KINGS,2015
331400860945,2.14,1.6,29.68,81.02,49.2,1.6,87.97,61.76,5.61,50.8,0.0,0.0,18.98,94.39,100.0,12.03,4.81,86.36,NORTHSIDE CHARTER HIGH SCHOOL,33,KINGS,2015
331500010448,0.28,7.0,37.82,63.87,44.54,1.12,73.11,43.42,1.68,55.46,0.0,0.0,36.13,98.32,100.0,26.89,11.48,88.24,BROOKLYN SEC SCH-COLLABORATIVE,33,KINGS,2015
331500011423,0.0,0.0,70.59,89.71,57.35,0.0,69.12,27.94,0.0,42.65,0.0,0.0,10.29,100.0,100.0,30.88,1.47,30.15,BROOKLYN FRONTIERS HIGH SCHOOL,33,KINGS,2015
331500011429,0.55,2.73,54.1,74.86,43.17,2.19,77.6,37.16,4.37,56.83,0.0,1.09,25.14,95.63,100.0,22.4,4.37,74.32,BROOKLYN SCHOOL FOR GLOBAL STUDIES,33,KINGS,2015
331500011462,0.0,2.5,63.61,76.94,53.33,1.94,87.78,28.89,2.5,46.67,0.0,0.28,23.06,97.5,100.0,12.22,4.72,87.78,SECONDARY SCHOOL FOR LAW,33,KINGS,2015
331500011463,0.35,10.1,42.86,76.66,56.1,4.88,85.37,39.37,11.85,43.9,0.0,0.0,23.34,88.15,100.0,14.63,7.32,64.81,SECONDARY SCHOOL FOR JOURNALISM,33,KINGS,2015
331500011464,0.46,9.72,31.48,77.31,44.91,2.78,86.11,50.0,12.04,55.09,0.0,0.93,22.69,87.96,100.0,13.89,7.41,67.59,PARK SLOPE COLLEGIATE,33,KINGS,2015
331500011497,0.0,5.3,39.58,66.08,54.42,2.83,89.75,39.58,13.07,45.58,0.0,1.41,33.92,86.93,100.0,10.25,14.13,69.61,SCHOOL FOR INTNTL STUDIES,33,KINGS,2015
331500011519,0.55,4.8,73.43,83.58,52.21,1.29,79.89,19.19,5.35,47.79,0.0,0.0,16.42,94.65,100.0,20.11,2.03,78.78,COBBLE HILL SCHOOL OF AMERICAN STUD,33,KINGS,2015
331500011529,0.0,9.63,12.46,72.24,43.63,1.7,84.42,62.32,4.53,56.37,0.0,0.0,27.76,95.47,100.0,15.58,15.58,25.21,WEST BROOKLYN COMMUNITY HIGH SCHOOL,33,KINGS,2015
331500011592,0.0,0.0,80.0,60.0,10.0,0.0,40.0,10.0,30.0,90.0,0.0,0.0,40.0,70.0,100.0,60.0,10.0,0.0,KHALIL GIBRAN INTERNATIONAL ACADEMY,33,KINGS,2015
331500011656,0.53,1.96,77.22,72.24,68.33,0.0,93.06,18.86,0.36,31.67,0.0,0.0,27.76,99.64,100.0,6.94,1.42,89.86,BROOKLYN HIGH SCHOOL OF THE ARTS,33,KINGS,2015
331500011667,0.08,5.23,6.7,73.51,48.32,3.68,78.99,80.7,10.96,51.68,0.0,0.0,26.49,89.04,100.0,21.01,7.28,71.79,SUNSET PARK HIGH SCHOOL,33,KINGS,2015
331500011684,0.0,17.11,22.81,35.53,60.53,0.0,89.47,24.56,0.0,39.47,0.0,0.0,64.47,100.0,100.0,10.53,35.53,93.86,MILLENNIUM BROOKLYN HIGH SCHOOL,33,KINGS,2015
331500011698,0.78,3.52,30.08,78.52,41.41,1.95,73.05,61.33,2.73,58.59,0.0,0.0,21.48,97.27,100.0,26.95,4.3,18.75,SOUTH BROOKLYN COMM HIGH SCHOOL,33,KINGS,2015
331500860953,0.0,0.0,88.89,66.67,0.0,0.0,88.89,11.11,0.0,100.0,0.0,0.0,33.33,100.0,100.0,11.11,0.0,0.0,SUMMIT ACADEMY CHARTER SCHOOL,33,KINGS,2015
331500861016,0.69,1.16,57.87,69.91,46.06,0.69,65.51,36.57,5.79,53.94,0.0,0.93,30.09,94.21,100.0,34.49,2.78,25.69,NEW DAWN CHARTER HIGH SCHOOL,33,KINGS,2015
331600010393,1.53,1.53,83.97,72.52,50.38,0.0,82.44,12.21,0.76,49.62,0.0,0.0,27.48,99.24,100.0,17.56,0.76,74.81,FREDERICK DOUGLASS ACADEMY IV,33,KINGS,2015
331600011455,0.74,0.65,89.59,63.32,38.25,1.38,78.25,7.74,2.58,61.75,0.0,0.0,36.68,97.42,100.0,21.75,1.29,54.84,BOYS AND GIRLS HIGH SCHOOL,33,KINGS,2015
331600011498,0.0,1.84,68.77,81.36,43.04,0.79,80.31,28.35,7.35,56.96,0.0,0.0,18.64,92.65,100.0,19.69,1.05,72.44,BROOKLYN HIGH SCHOOL-LAW AND TECH,33,KINGS,2015
331600011594,0.39,1.18,80.39,67.84,59.61,0.0,80.39,17.65,0.78,40.39,0.0,0.0,32.16,99.22,100.0,19.61,0.39,63.92,GOTHAM PROFESSIONAL ARTS ACADEMY,33,KINGS,2015
331600011669,0.0,1.02,82.99,74.49,50.0,0.34,69.39,14.63,5.1,50.0,0.0,0.0,25.51,94.9,100.0,30.61,1.36,21.43,RESEARCH AND SERVICE HIGH SCHOOL,33,KINGS,2015
331600011688,0.6,3.57,75.6,72.02,47.02,0.6,79.17,18.45,5.36,52.98,0.0,0.0,27.98,94.64,100.0,20.83,1.79,62.5,BROOKYLN ACAD OF GLOBAL FINANCE (THE,33,KINGS,2015
331700010334,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,MIDDLE SCH-ACADEMIC & SOCIAL EXC,33,KINGS,2015
331700011122,0.0,7.22,76.29,68.04,29.9,1.03,85.57,16.49,0.0,70.1,0.0,0.0,31.96,100.0,100.0,14.43,0.0,65.46,PATHWAYS TECH EARLY COLLEGE HIGH SCH,33,KINGS,2015
331700011382,0.0,0.78,91.12,73.63,46.74,2.09,85.9,6.01,3.92,53.26,0.0,0.52,26.37,96.08,100.0,14.1,1.57,67.1,ACAD FOR COLLEGE PREP AND CAREER EXP,33,KINGS,2015
331700011408,1.0,1.67,87.67,84.0,50.67,5.67,83.33,9.0,11.33,49.33,0.0,0.0,16.0,88.67,100.0,16.67,0.67,62.0,ACADEMY OF HOSPITALITY AND TOURISM,33,KINGS,2015
331700011489,1.36,0.9,86.88,79.64,57.01,0.45,86.43,9.05,0.0,42.99,0.0,0.0,20.36,100.0,100.0,13.57,1.81,20.36,W E B DUBOIS ACADEMIC HIGH SCHOOL,33,KINGS,2015
331700011524,0.0,24.59,31.35,62.43,42.97,8.38,94.86,29.73,85.14,57.03,0.0,0.0,37.57,14.86,100.0,5.14,14.32,69.19,INTERNTL HS AT PROSPECT HGHTS,33,KINGS,2015
331700011528,0.0,1.36,85.71,75.85,51.02,1.7,84.35,9.86,10.88,48.98,0.0,0.0,24.15,89.12,100.0,15.65,3.06,61.9,HIGH SCH FOR GLOBAL CITIZENSHIP(THE),33,KINGS,2015
331700011531,0.0,1.12,93.28,81.72,50.75,1.49,84.33,3.73,6.34,49.25,0.0,0.0,18.28,93.66,100.0,15.67,1.87,79.85,SCHOOL FOR HUMAN RIGHTS (THE),33,KINGS,2015
331700011533,1.97,0.99,87.83,71.05,47.37,0.0,75.99,8.22,3.29,52.63,0.0,0.0,28.95,96.71,100.0,24.01,0.99,62.83,SCHOOL FOR DEMOCRACY & LDRSHP,33,KINGS,2015
331700011537,0.8,1.6,89.1,80.85,35.37,3.19,76.6,7.18,7.98,64.63,0.0,0.27,19.15,92.02,100.0,23.4,1.06,77.66,HIGH SCHOOL-YOUTH & COMM DVLPMNT,33,KINGS,2015
331700011539,0.47,2.34,88.29,70.49,33.49,2.58,77.99,7.03,9.13,66.51,0.0,0.23,29.51,90.87,100.0,22.01,1.64,74.94,HIGH SCHOOL-SVC & LRNG,33,KINGS,2015
331700011543,0.66,3.95,82.89,78.95,48.68,0.0,97.37,9.21,0.0,51.32,0.0,1.97,21.05,100.0,100.0,2.63,1.32,98.03,"SCIENCE, TECH & RESEARCH HIGH SCH",33,KINGS,2015
331700011544,1.72,1.72,84.48,69.54,50.57,2.3,85.63,10.92,8.62,49.43,0.0,0.0,30.46,91.38,100.0,14.37,1.15,75.86,INTERNATIONAL ARTS BUSINESS SCHOOL,33,KINGS,2015
331700011546,0.0,5.39,82.6,79.66,75.49,0.49,93.14,10.54,0.25,24.51,0.0,0.0,20.34,99.75,100.0,6.86,1.47,95.83,HS FOR PUBLIC SERVICE-HEROES OF TOM,33,KINGS,2015
331700011547,0.21,5.42,81.88,75.0,46.04,2.08,86.25,12.08,4.79,53.96,0.0,0.0,25.0,95.21,100.0,13.75,0.42,74.58,BROOKLYN ACADEMY OF SCI & ENVIRON,33,KINGS,2015
331700011548,0.0,1.47,84.41,77.06,66.18,0.0,85.88,14.12,0.29,33.82,0.0,0.0,22.94,99.71,100.0,14.12,0.0,79.71,BROOKLYN SCHOOL FOR MUSIC & THEATER,33,KINGS,2015
331700011568,0.3,1.48,82.25,84.32,60.65,1.78,88.76,13.31,1.78,39.35,0.0,2.66,15.68,98.22,100.0,11.24,0.0,39.05,BROWNSVILLE  ACADEMY HIGH SCHOOL,33,KINGS,2015
331700011590,0.0,1.61,96.32,68.81,54.55,0.12,98.04,1.96,0.0,45.45,0.0,0.0,31.19,100.0,100.0,1.96,0.12,95.4,MEDGAR EVERS COLLEGE PREP SCHOOL,33,KINGS,2015
331700011600,0.73,1.52,92.24,70.97,75.4,3.41,87.59,4.72,7.11,24.6,0.0,0.0,29.03,92.89,100.0,12.41,0.8,74.82,CLARA BARTON HIGH SCHOOL,33,KINGS,2015
331700011745,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,BROOKLYN INSTITUTE FOR LIBERAL ARTS,33,KINGS,2015
331700011751,0.0,2.56,84.1,90.77,65.64,1.54,84.1,12.31,3.59,34.36,0.0,0.0,9.23,96.41,100.0,15.9,1.03,71.28,ACADEMY FOR HEALTH CAREERS,33,KINGS,2015
331700860879,0.0,0.93,92.59,52.78,62.04,0.0,92.59,6.48,0.0,37.96,0.0,0.0,47.22,100.0,100.0,7.41,0.0,89.81,ACHIEVEMENT FIRST CROWN HEIGHTS,33,KINGS,2015
331700860882,0.0,0.0,100.0,45.45,52.27,0.0,87.5,0.0,0.0,47.73,0.0,0.0,54.55,100.0,100.0,12.5,0.0,96.59,KIPP AMP CHARTER SCHOOL,33,KINGS,2015
331800011563,0.0,0.98,94.88,78.29,45.61,10.0,83.41,3.66,18.05,54.39,0.0,0.0,21.71,81.95,100.0,16.59,0.49,89.51,IT TAKES A VILLAGE ACADEMY,33,KINGS,2015
331800011566,3.11,0.93,84.78,77.95,45.34,2.48,83.23,8.7,5.9,54.66,0.0,0.31,22.05,94.1,100.0,16.77,2.17,65.84,BROOKLYN GENERATION SCHOOL,33,KINGS,2015
331800011567,0.29,0.58,85.88,80.69,62.25,0.0,78.39,10.66,4.9,37.75,0.0,0.0,19.31,95.1,100.0,21.61,2.59,69.74,BROOKLYN THEATRE ARTS HIGH SCHOOL,33,KINGS,2015
331800011569,1.6,1.28,87.18,72.76,34.62,1.28,78.21,9.29,6.09,65.38,0.0,0.0,27.24,93.91,100.0,21.79,0.64,76.28,KURT HAHN EXPEDITIONARY LRNING SCH,33,KINGS,2015
331800011576,1.35,0.68,91.55,72.3,54.05,1.69,84.12,6.08,3.04,45.95,0.0,0.0,27.7,96.96,100.0,15.88,0.34,77.03,VICTORY COLLEGIATE HIGH SCHOOL,33,KINGS,2015
331800011578,1.42,1.71,83.19,75.21,47.29,0.57,80.06,11.11,3.42,52.71,0.0,0.0,24.79,96.58,100.0,19.94,2.56,33.33,BROOKLYN BRIDGE ACADEMY,33,KINGS,2015
331800011589,0.38,0.0,88.55,65.27,55.34,0.76,79.77,10.69,4.58,44.66,0.0,0.38,34.73,95.42,100.0,20.23,0.0,54.2,ARTS & MEDIA PREP ACADEMY,33,KINGS,2015
331800011617,1.12,2.23,87.73,61.34,36.8,2.6,80.3,7.81,7.06,63.2,0.0,0.0,38.66,92.94,100.0,19.7,1.12,79.18,HS FOR INNOVATION -ADVERTISING/MEDIA,33,KINGS,2015
331800011629,0.0,0.71,88.93,76.43,45.71,3.21,82.14,9.64,3.21,54.29,0.0,0.0,23.57,96.79,100.0,17.86,0.71,67.14,CULTURAL ACADEMY-ARTS AND SCIENCES,33,KINGS,2015
331800011633,0.68,2.04,85.29,90.5,76.47,1.36,88.46,11.99,1.36,23.53,0.0,0.0,9.5,98.64,100.0,11.54,0.0,94.12,HIGH SCHOOL FOR MEDICAL PROFESSIONS,33,KINGS,2015
331800011635,1.06,1.06,80.92,79.15,54.77,1.41,80.92,16.61,1.06,45.23,0.0,0.0,20.85,98.94,100.0,19.08,0.35,21.55,OLYMPUS ACADEMY,33,KINGS,2015
331800011637,0.83,2.07,88.38,73.86,43.15,2.07,82.57,7.88,5.81,56.85,0.0,0.0,26.14,94.19,100.0,17.43,0.83,80.91,ACAD FOR CONSERVATION & ENVIRONMENT,33,KINGS,2015
331800011642,0.33,2.66,83.72,74.75,38.54,1.66,90.37,8.31,8.31,61.46,0.0,0.66,25.25,91.69,100.0,9.63,4.32,65.78,URBAN ACTION ACADEMY,33,KINGS,2015
331800011673,0.0,1.58,82.02,77.92,50.16,0.95,82.02,15.46,2.52,49.84,0.0,0.0,22.08,97.48,100.0,17.98,0.95,38.49,EAST BROOKLYN COMMUNITY HIGH SCHOOL,33,KINGS,2015
331800860908,0.0,0.0,96.77,87.1,58.06,0.0,90.32,0.0,0.0,41.94,0.0,3.23,12.9,100.0,100.0,9.68,0.0,43.55,KINGS COLLEGIATE CHARTER SCHOOL,33,KINGS,2015
331900010166,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,JHS 166 GEORGE GERSHWIN,33,KINGS,2015
331900010171,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,IS 171 ABRAHAM LINCOLN,33,KINGS,2015
331900010302,0.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,JHS 302 RAFAEL CORDERO,33,KINGS,2015
331900011404,0.65,0.33,65.36,75.49,73.86,1.96,86.27,30.39,0.65,26.14,0.0,0.0,24.51,99.35,100.0,13.73,3.27,79.41,ACADEMY FOR YOUNG WRITERS,33,KINGS,2015
331900011409,1.59,0.0,64.68,73.81,54.37,0.79,96.03,32.94,0.0,45.63,0.0,0.0,26.19,100.0,100.0,3.97,0.79,89.29,EAST NY FAMILY ACADEMY,33,KINGS,2015
331900011502,0.65,0.65,75.16,80.32,20.32,2.58,74.19,22.58,2.58,79.68,0.0,0.0,19.68,97.42,100.0,25.81,0.97,73.23,FDNY HIGH SCHOOL-FIRE & LIFE SAFETY,33,KINGS,2015
331900011504,0.46,1.16,74.48,69.37,48.03,2.32,70.53,21.35,7.89,51.97,0.0,0.0,30.63,92.11,100.0,29.47,2.55,57.77,HIGH SCHOOL FOR CIVIL RIGHTS,33,KINGS,2015
331900011507,0.47,0.47,80.0,81.41,47.53,1.18,81.41,18.59,4.0,52.47,0.0,0.24,18.59,96.0,100.0,18.59,0.24,68.47,PERF ARTS & TECH HIGH SCHOOL,33,KINGS,2015
331900011510,1.86,1.06,81.96,80.11,61.8,0.8,80.11,13.26,4.77,38.2,0.0,0.0,19.89,95.23,100.0,19.89,1.86,67.9,WORLD ACAD FOR TOTAL COM HEALTH,33,KINGS,2015
331900011583,0.0,0.0,0.29,82.11,45.75,8.21,98.83,99.41,88.86,54.25,0.0,0.29,17.89,11.14,100.0,1.17,0.0,52.2,MULTICULTURAL HIGH SCHOOL,33,KINGS,2015
331900011615,0.3,5.27,67.34,62.88,15.52,0.51,82.76,25.35,2.84,84.48,0.0,0.0,37.12,97.16,100.0,17.24,1.72,67.44,TRANSIT TECH CAREER AND TECH EDU,33,KINGS,2015
331900011618,0.24,8.51,42.32,70.45,25.3,3.07,79.67,47.28,7.8,74.7,0.0,0.47,29.55,92.2,100.0,20.33,1.18,73.29,ACADEMY OF INNOVATIVE TECHNOLOGY,33,KINGS,2015
331900011639,1.32,3.96,32.45,73.35,37.2,3.69,77.84,61.21,18.73,62.8,0.0,0.0,26.65,81.27,100.0,22.16,1.06,56.99,BROOKLYN LAB SCHOOL,33,KINGS,2015
331900011659,0.24,6.05,16.22,77.72,52.3,3.87,84.26,76.51,18.89,47.7,0.0,0.0,22.28,81.11,100.0,15.74,0.97,58.84,CYPRESS HILLS COLLEGIATE PREP SCHOOL,33,KINGS,2015
331900011660,0.99,0.74,68.64,80.99,68.89,2.22,68.15,28.64,5.43,31.11,0.0,0.0,19.01,94.57,100.0,31.85,0.99,61.23,W H MAXWELL CAREER AND TECH HS,33,KINGS,2015
331900011683,1.31,7.87,60.66,82.62,64.26,1.31,78.69,29.18,7.21,35.74,0.0,0.0,17.38,92.79,100.0,21.31,0.98,84.59,SCH FOR CLASSICS: AN ACADEMY-TWP,33,KINGS,2015
331900860891,1.1,3.3,73.63,79.67,53.85,0.0,96.7,21.98,0.0,46.15,0.0,0.0,20.33,100.0,100.0,3.3,0.0,88.46,UFT CHARTER SCHOOL,33,KINGS,2015
332000011445,0.06,39.39,4.33,70.04,42.14,7.52,84.34,25.64,17.18,57.86,0.0,0.1,29.96,82.82,100.0,15.66,30.48,74.27,NEW UTRECHT HIGH SCHOOL,33,KINGS,2015
332000011485,0.47,20.39,8.67,78.36,46.64,2.81,79.92,52.66,2.97,53.36,0.0,0.0,21.64,97.03,100.0,20.08,17.81,87.66,HIGH SCHOOL OF TELECOMMUNICATIONS,33,KINGS,2015
332000011490,0.09,31.74,5.19,60.0,46.82,5.78,86.23,28.35,16.29,53.18,0.0,0.12,40.0,83.71,100.0,13.77,34.5,74.44,FORT HAMILTON HIGH SCHOOL,33,KINGS,2015
